Store_Number,SKU_Coded,Product_Class_Code,min(Sold_Date),max(Sold_Date)
7641,1540,6173550,22975,2021-11-05,2024-03-16
7642,2420,6173550,22975,2021-11-08,2024-03-26
7643,1870,6173550,22975,2021-11-13,2024-02-19
7644,4730,6173550,22975,2021-12-13,2024-01-09
7645,2640,6173550,22975,2022-04-02,2023-12-28
7646,2860,6173550,22975,2023-08-06,2023-08-06
7647,3080,6173600,24425,2021-12-03,2024-02-20
7648,2750,6173600,24425,2021-12-07,2024-01-02
7649,2530,6173650,24425,2021-11-15,2024-02-03
7650,1870,6173650,24425,2021-11-21,2024-02-23
7651,1980,6173650,24425,2021-11-22,2024-02-01
7652,4840,6173650,24425,2021-12-03,2023-07-31
7653,2310,6173650,24425,2021-12-06,2024-01-24
7654,1540,6173700,22875,2021-11-12,2024-02-23
7655,2420,6173700,22875,2021-11-23,2024-01-26
7656,3080,6173700,22875,2021-12-22,2024-03-08
7657,3190,6173700,22875,2022-02-23,2023-12-22
7658,3300,6173750,22875,2021-11-18,2024-01-20
7659,3740,6173750,22875,2021-12-01,2024-01-28
7660,2530,6173750,22875,2021-12-09,2024-03-24
7661,2420,6173800,22875,2021-11-13,2024-03-06
7662,2640,6173800,22875,2021-11-19,2024-02-10
7663,2200,6173800,22875,2021-11-30,2024-03-22
7664,2750,6173800,22875,2021-12-18,2024-03-13
7665,1540,6173800,22875,2022-01-01,2023-09-17
7666,3190,6173800,22875,2022-01-08,2024-02-26
7667,1870,6173800,22875,2022-04-10,2024-01-27
7668,2420,6173850,22875,2021-11-03,2024-02-08
7669,4180,6173850,22875,2022-03-24,2024-03-11
7670,4730,6173850,22875,2022-07-09,2024-03-25
7671,880,6173900,22875,2022-03-03,2024-02-22
7672,1760,6173950,22875,2021-11-30,2023-12-20
7673,3630,6173950,22875,2021-12-26,2023-12-31
7674,3740,6173950,22875,2021-12-29,2023-01-02
7675,550,6173950,22875,2022-04-20,2023-11-30
7676,660,6174000,22875,2021-11-10,2023-11-07
7677,1320,6174000,22875,2022-03-18,2023-07-04
7678,2310,6174000,22875,2022-04-02,2023-08-19
7679,770,6174000,22875,2022-06-10,2022-07-01
7680,330,6174000,22875,2023-05-17,2023-09-29
7681,1540,6174050,22875,2021-11-01,2024-01-07
7682,330,6174050,22875,2021-11-20,2024-03-15
7683,4070,6174050,22875,2021-12-14,2024-03-06
7684,1870,6174050,22875,2022-02-07,2024-02-08
7685,1320,6174100,22875,2021-11-05,2024-01-02
7686,4180,6174100,22875,2022-01-15,2024-01-02
7687,4730,6174100,22875,2022-03-11,2024-01-10
7688,1980,6174100,22875,2022-05-15,2023-11-23
7689,1100,6174150,22875,2021-11-14,2024-02-24
7690,3630,6174150,22875,2022-01-03,2024-02-29
7691,2310,6174150,22875,2022-01-05,2023-04-15
7692,2750,6174150,22875,2022-02-01,2024-03-28
7693,1760,6174150,22875,2022-03-04,2023-09-30
7694,3190,6174150,22875,2022-04-08,2023-11-17
7695,3300,6174200,22875,2021-12-04,2024-03-16
7696,2530,6174200,22875,2022-01-07,2023-10-08
7697,4840,6174250,22875,2021-11-09,2024-03-18
7698,1210,6174250,22875,2021-11-16,2024-03-24
7699,3630,6174250,22875,2022-02-19,2024-03-29
7700,3520,6174250,22875,2022-12-26,2024-03-12
7701,2310,6174300,22875,2021-11-12,2024-03-27
7702,2200,6174300,22875,2021-11-12,2024-03-25
7703,880,6174300,22875,2021-11-13,2024-03-12
7704,1650,6174300,22875,2021-11-15,2024-03-22
7705,330,6174350,22875,2021-11-12,2024-01-12
7706,2640,6174350,22875,2022-02-10,2024-01-26
7707,660,6174350,22875,2022-05-22,2024-02-08
7708,4180,6174350,22875,2022-06-15,2024-01-29
7709,2970,6174400,22875,2021-12-09,2023-12-15
7710,2640,6174400,22875,2022-01-15,2023-12-07
7711,990,6174400,22875,2022-01-30,2023-12-20
7712,4840,6174400,22875,2022-03-27,2023-09-23
7713,3740,6174400,22875,2022-06-24,2024-01-19
7714,3520,6174400,22875,2022-11-09,2023-12-28
7715,1210,6174450,22875,2021-12-16,2023-11-19
7716,2090,6174450,22875,2021-12-27,2024-03-29
7717,3630,6174450,22875,2022-02-01,2023-10-28
7718,4730,6174450,22875,2022-05-08,2023-08-29
7719,4840,6174450,22875,2022-07-22,2024-02-28
7720,3520,6174450,22875,2022-11-17,2023-08-25
7721,3080,6174500,22875,2021-11-02,2023-12-02
7722,2750,6174500,22875,2021-11-12,2024-01-24
7723,1100,6174500,22875,2021-11-28,2024-03-13
7724,4840,6174500,22875,2021-12-23,2024-01-17
7725,770,6174500,22875,2021-12-30,2023-12-15
7726,2530,6174500,22875,2022-08-12,2023-12-22
7727,4070,6174550,22875,2021-12-10,2024-01-03
7728,3740,6174550,22875,2021-12-24,2023-11-12
7729,2640,6174550,22875,2022-01-20,2023-07-31
7730,1540,6174550,22875,2022-04-18,2024-01-31
7731,2090,6174550,22875,2022-05-24,2024-03-29
7732,1980,6174600,22875,2021-11-19,2024-01-28
7733,770,6174600,22875,2021-11-27,2023-12-15
7734,2530,6174600,22875,2021-12-20,2024-03-07
7735,1980,6174650,22875,2022-01-20,2024-01-20
7736,3080,6174650,22875,2022-02-16,2024-03-02
7737,1100,6174650,22875,2022-06-08,2024-02-10
7738,2310,6174650,22875,2022-06-16,2023-11-26
7739,2750,6174700,22875,2021-11-30,2022-12-17
7740,4840,6174700,22875,2022-02-18,2024-03-15
7741,2640,6174700,22875,2022-05-19,2024-03-21
7742,880,6174750,22875,2021-11-20,2024-03-28
7743,990,6174750,22875,2022-01-12,2023-08-14
7744,2420,6174750,22875,2022-03-27,2024-03-07
7745,3300,6174800,22875,2021-12-15,2023-09-20
7746,3740,6174800,22875,2022-02-19,2023-11-25
7747,3410,6174800,22875,2022-05-06,2023-08-06
7748,2090,6174800,22875,2022-06-19,2023-11-04
7749,3740,6174850,22875,2022-02-02,2022-02-02
7750,2530,6174850,22875,2022-02-26,2024-02-27
7751,2750,6174900,22875,2021-12-02,2024-03-26
7752,3190,6174900,22875,2022-01-06,2023-07-20
7753,880,6174950,22875,2021-11-22,2024-03-03
7754,770,6174950,22875,2022-01-03,2023-12-31
7755,2200,6174950,22875,2022-01-18,2023-10-21
7756,1650,6174950,22875,2022-02-24,2024-01-20
7757,3410,6174950,22875,2022-02-26,2023-10-28
7758,880,6175000,22875,2021-11-21,2024-03-04
7759,2090,6175000,22875,2022-03-06,2023-02-21
7760,1870,6175050,22875,2021-12-02,2024-02-24
7761,4070,6175050,22875,2021-12-05,2024-02-16
7762,550,6175050,22875,2021-12-08,2023-10-16
7763,4840,6175050,22875,2021-12-19,2024-01-21
7764,2530,6175050,22875,2022-03-13,2023-10-18
7765,2640,6175050,22875,2022-04-22,2023-11-09
7766,3410,6175050,22875,2023-02-17,2023-02-17
7767,880,6175100,22875,2022-02-04,2024-03-09
7768,3080,6175100,22875,2022-06-09,2023-06-30
7769,330,6175100,22875,2022-06-30,2023-10-23
7770,660,6175100,22875,2022-08-18,2023-09-01
7771,2420,6175100,22875,2022-10-07,2023-10-21
7772,660,6175150,22875,2021-11-06,2024-03-22
7773,1650,6175150,22875,2021-11-21,2023-10-28
7774,1540,6175150,22875,2021-12-09,2024-02-23
7775,4840,6175200,22875,2021-12-31,2023-10-27
7776,550,6175200,22875,2022-01-20,2023-11-17
7777,1540,6175200,22875,2022-01-23,2024-01-15
7778,330,6175200,22875,2022-10-25,2024-01-12
7779,3190,6175250,22875,2021-11-16,2023-11-17
7780,4070,6175250,22875,2021-11-23,2024-03-08
7781,880,6175250,22875,2021-12-01,2024-03-11
7782,770,6175250,22875,2021-12-05,2024-01-07
7783,1540,6175250,22875,2021-12-09,2024-01-24
7784,3080,6175250,22875,2022-01-07,2024-03-02
7785,2420,6175250,22875,2022-03-30,2024-02-29
7786,1650,6175300,22875,2021-11-25,2024-03-17
7787,1760,6175300,22875,2021-12-21,2022-12-27
7788,990,6175300,22875,2022-02-15,2023-11-15
7789,3630,6175300,22875,2022-05-30,2024-02-09
7790,1760,6175350,22875,2021-11-25,2024-02-02
7791,2860,6175350,22875,2023-04-25,2024-02-09
7792,880,6175400,22875,2021-11-01,2024-03-04
7793,660,6175400,22875,2021-12-17,2024-02-02
7794,3630,6175400,22875,2021-12-21,2023-11-29
7795,770,6175400,22875,2021-12-24,2024-02-27
7796,3300,6175450,22875,2021-12-11,2023-12-07
7797,2420,6175450,22875,2022-01-09,2024-03-25
7798,1320,6175450,22875,2022-02-06,2024-02-17
7799,2640,6175450,22875,2022-04-30,2024-01-21
7800,990,6175450,22875,2022-10-01,2024-03-01
7801,2090,6175450,22875,2023-07-09,2023-07-09
7802,2970,6175500,22875,2021-11-05,2024-03-07
7803,1870,6175500,22875,2021-11-08,2023-12-12
7804,3410,6175500,22875,2021-11-10,2023-12-11
7805,2750,6175500,22875,2021-12-08,2024-03-10
7806,1650,6175550,22875,2021-11-13,2023-01-23
7807,4840,6175550,22875,2021-11-19,2024-02-24
7808,330,6175550,22875,2021-12-20,2024-01-19
7809,2310,6175600,22875,2021-11-04,2024-03-08
7810,2970,6175600,22875,2021-11-08,2024-03-14
7811,1870,6175600,22875,2021-11-12,2024-01-03
7812,770,6175600,22875,2021-11-12,2024-03-11
7813,1980,6175600,22875,2021-12-01,2024-03-20
7814,1650,6175600,22875,2022-01-22,2024-02-10
7815,2530,6175600,22875,2022-01-27,2024-02-26
7816,4180,6175650,22875,2021-11-05,2024-03-28
7817,1210,6175650,22875,2021-11-07,2024-01-18
7818,1760,6175650,22875,2021-11-26,2024-01-05
7819,3190,6175650,22875,2021-12-04,2022-10-04
7820,3630,6175650,22875,2022-02-05,2023-11-07
7821,2860,6175650,22875,2023-11-11,2023-12-26
7822,3080,6175700,22875,2022-01-04,2024-02-02
7823,4070,6175700,22875,2022-01-18,2024-01-20
7824,2310,6175750,22875,2021-11-07,2024-01-29
7825,4840,6175750,22875,2021-12-03,2024-03-21
7826,2970,6175750,22875,2022-02-22,2024-03-27
7827,1980,6175800,22875,2021-12-01,2024-02-17
7828,3080,6175800,22875,2021-12-17,2024-03-22
7829,4840,6175800,22875,2022-01-21,2024-03-15
7830,4070,6175850,22875,2021-11-06,2023-12-09
7831,770,6175850,22875,2021-11-11,2024-01-15
7832,2750,6175900,22875,2021-11-07,2024-03-08
7833,4070,6175900,22875,2021-11-09,2023-12-26
7834,3300,6175900,22875,2021-11-11,2024-01-27
7835,4730,6175900,22875,2021-11-25,2023-11-04
7836,3190,6175900,22875,2022-07-26,2024-02-19
7837,4070,6175950,22875,2021-11-13,2023-12-08
7838,2090,6175950,22875,2021-11-14,2023-09-21
7839,4730,6175950,22875,2021-11-17,2023-11-04
7840,2310,6175950,22875,2021-11-23,2024-02-29
7841,2750,6175950,22875,2021-11-27,2024-02-12
7842,1980,6175950,22875,2022-02-04,2024-02-20
7843,1870,6175950,22875,2022-03-09,2024-03-17
7844,2860,6175950,22875,2023-08-19,2023-08-19
7845,330,6176000,22875,2021-11-01,2024-03-16
7846,880,6176000,22875,2021-11-06,2023-11-30
7847,2640,6176000,22875,2021-11-10,2024-01-24
7848,3630,6176000,22875,2021-12-05,2024-03-18
7849,2530,6176000,22875,2021-12-16,2024-02-20
7850,4070,6176000,22875,2021-12-23,2023-11-19
7851,1760,6176000,22875,2022-01-08,2024-02-01
7852,3740,6176000,22875,2022-03-19,2024-03-26
7853,2970,6176050,22875,2021-11-03,2024-01-21
7854,1320,6176050,22875,2021-11-06,2024-03-05
7855,1540,6176050,22875,2021-11-11,2024-03-28
7856,1100,6176050,22875,2021-11-25,2024-02-14
7857,990,6176050,22875,2021-12-01,2024-03-24
7858,3300,6176050,22875,2021-12-05,2024-03-31
7859,1650,6176050,22875,2022-04-23,2024-02-23
7860,660,6176100,22875,2021-11-21,2024-01-09
7861,550,6176100,22875,2022-04-08,2023-07-03
7862,660,6176200,22975,2021-11-09,2024-03-03
7863,4070,6176300,22875,2021-11-04,2023-12-24
7864,2970,6176300,22875,2021-11-16,2023-11-15
7865,3080,6176300,22875,2021-12-03,2024-01-05
7866,1320,6176300,22875,2021-12-26,2024-01-25
7867,1870,6176300,22875,2022-01-27,2024-03-31
7868,1980,6176300,22875,2022-02-20,2024-03-30
7869,4400,6176300,22875,2022-09-26,2022-09-26
7870,330,6176350,22875,2021-11-11,2024-03-16
7871,3630,6176350,22875,2021-12-28,2024-02-27
7872,1650,6176400,22875,2021-11-28,2024-01-05
7873,3080,6176400,22875,2021-12-09,2024-03-10
7874,660,6176400,22875,2021-12-26,2024-01-09
7875,2750,6176400,22875,2022-01-29,2022-11-04
7876,2200,6176400,22875,2022-06-19,2024-02-06
7877,2420,6176400,22875,2022-08-27,2023-10-21
7878,4730,6176400,22875,2022-09-27,2024-02-09
7879,1100,6176450,22800,2021-11-02,2024-03-21
7880,4840,6176450,22800,2021-11-03,2024-03-30
7881,1210,6176450,22800,2021-11-04,2024-03-25
7882,4070,6176450,22800,2021-11-05,2024-03-29
7883,4070,6176600,22800,2021-11-05,2022-08-06
7884,3080,6176600,22800,2021-11-17,2023-10-24
7885,3740,6176600,22800,2021-11-21,2022-06-19
7886,1760,6176600,22800,2021-11-25,2022-06-17
7887,2970,6176600,22800,2021-12-17,2022-04-25
7888,3630,6176650,22800,2021-11-02,2022-12-18
7889,2310,6176650,22800,2021-11-07,2022-04-29
7890,3740,6176650,22800,2021-11-19,2022-06-17
7891,2640,6176700,22800,2021-11-16,2024-03-15
7892,1210,6176700,22800,2021-11-25,2024-03-20
7893,3630,6176850,22800,2021-11-05,2023-04-14
7894,2310,6176850,22800,2021-11-14,2024-03-28
7895,1760,6176850,22800,2021-12-02,2024-01-03
7896,330,6176850,22800,2022-02-23,2024-03-15
7897,990,6176900,22800,2021-11-18,2022-01-29
7898,3630,6176900,22800,2021-11-28,2021-11-28
7899,4730,6176950,22825,2021-11-01,2024-03-31
7900,1210,6176950,22825,2021-11-01,2024-03-09
7901,990,6176950,22825,2021-11-03,2024-02-06
7902,2640,6176950,22825,2021-11-20,2024-03-21
7903,4180,6176950,22825,2021-12-03,2024-03-28
7904,1320,6176950,22825,2021-12-16,2024-03-30
7905,2310,6177000,22825,2021-11-19,2024-03-08
7906,3630,6177000,22825,2022-01-06,2023-11-05
7907,4180,6177050,22825,2021-11-04,2023-07-12
7908,330,6177050,22825,2021-12-03,2024-03-29
7909,2090,6177050,22825,2022-01-06,2024-03-31
7910,3190,6177100,22825,2021-11-02,2024-03-16
7911,1100,6177100,22825,2021-11-03,2024-03-30
7912,2750,6177100,22825,2021-11-08,2024-02-09
7913,1760,6177100,22825,2021-11-15,2024-03-20
7914,2310,6177100,22825,2021-11-18,2024-02-09
7915,2530,6177100,22825,2021-11-18,2024-03-21
7916,330,6177100,22825,2021-11-22,2024-03-31
7917,2200,6177100,22825,2022-01-24,2024-03-26
7918,3520,6177100,22825,2022-11-03,2023-12-26
7919,1650,6177150,22825,2021-11-04,2024-03-26
7920,3080,6177150,22825,2021-11-04,2023-11-24
7921,550,6177150,22825,2021-11-22,2023-12-07
7922,1320,6177150,22825,2021-12-12,2024-01-03
7923,770,6177200,22975,2021-11-02,2022-10-22
7924,4730,6177200,22975,2021-11-08,2022-11-01
7925,2090,6177200,22975,2021-11-11,2022-08-12
7926,2310,6177250,22975,2021-11-01,2022-11-26
7927,1760,6177250,22975,2021-11-05,2022-09-24
7928,2420,6177250,22975,2021-11-05,2022-09-16
7929,4730,6177250,22975,2021-11-08,2023-01-01
7930,2530,6177250,22975,2021-11-11,2023-05-19
7931,3630,6177250,22975,2021-11-11,2022-09-01
7932,4180,6177250,22975,2021-11-18,2022-10-29
7933,2530,6177300,22800,2021-11-01,2024-03-18
7934,2970,6177300,22800,2021-11-02,2024-03-26
7935,880,6177300,22800,2021-11-05,2024-03-14
7936,2750,6177600,22800,2021-11-07,2024-02-12
7937,770,6177600,22800,2021-11-25,2024-03-25
7938,880,6177650,22875,2021-11-06,2024-03-14
7939,550,6177650,22875,2021-11-06,2024-01-11
7940,1320,6177650,22875,2021-11-06,2024-03-30
7941,3080,6177650,22875,2021-11-12,2024-02-09
7942,1100,6177800,22875,2022-11-10,2024-03-25
7943,2090,6177800,22875,2022-12-22,2024-03-22
7944,3630,6177800,22875,2023-01-03,2024-03-24
7945,2420,6177800,22875,2023-01-05,2024-02-23
7946,2420,6177850,22875,2021-11-04,2024-03-31
7947,1650,6177850,22875,2021-11-19,2024-02-04
7948,1760,6177850,22875,2021-11-27,2024-03-08
7949,3190,6177900,22875,2021-12-07,2024-03-10
7950,4400,6177900,22875,2022-12-28,2024-01-03
7951,1650,6177950,22875,2021-11-02,2024-03-16
7952,1870,6177950,22875,2021-11-04,2024-03-14
7953,660,6177950,22875,2021-11-04,2024-02-23
7954,4840,6177950,22875,2021-11-10,2024-03-29
7955,4070,6177950,22875,2022-01-14,2024-03-22
7956,3520,6177950,22875,2023-04-21,2023-10-28
7957,1210,6178000,22875,2021-11-03,2024-03-24
7958,2970,6178000,22875,2021-11-05,2024-03-26
7959,1650,6178000,22875,2021-11-09,2024-03-30
7960,2530,6178000,22875,2021-11-12,2024-02-09
7961,330,6178000,22875,2021-11-22,2024-03-08
7962,2200,6178000,22875,2021-11-30,2024-03-29
7963,3410,6178050,22825,2021-11-03,2024-03-07
7964,1540,6178050,22825,2021-11-10,2024-02-07
7965,1760,6178050,22825,2021-11-11,2023-07-12
7966,1650,6178050,22825,2021-11-30,2022-12-16
7967,550,6178050,22825,2021-12-15,2023-09-09
7968,1980,6178050,22825,2021-12-17,2022-08-12
7969,3520,6178050,22825,2023-05-11,2023-05-11
7970,1210,6173100,22975,2021-11-03,2024-01-02
7971,1870,6173400,22975,2021-11-20,2024-03-29
7972,3520,6173400,22975,2022-11-03,2023-05-27
7973,4180,6176200,22975,2021-11-14,2024-03-09
7974,3410,6176200,22975,2021-11-22,2024-03-18
7975,1760,6176200,22975,2021-11-27,2024-02-13
7976,4840,6176200,22975,2021-12-06,2023-12-29
7977,1760,6176250,22975,2021-11-07,2024-03-14
7978,2970,6176250,22975,2021-12-01,2024-03-30
7979,1870,6176500,22800,2021-11-01,2024-03-30
7980,330,6176500,22800,2021-11-02,2024-03-28
7981,660,6176500,22800,2021-11-02,2024-03-21
7982,2090,6176500,22800,2021-11-04,2024-02-16
7983,4840,6176500,22800,2021-11-04,2024-03-08
7984,2750,6176500,22800,2021-11-18,2024-02-16
7985,4400,6176500,22800,2022-01-05,2022-12-28
7986,3740,6176550,22800,2021-11-09,2024-03-24
7987,1100,6176750,22800,2021-11-01,2024-03-30
7988,2970,6176750,22800,2021-11-09,2024-03-29
7989,880,6176750,22800,2021-11-27,2024-03-30
7990,3520,6176750,22800,2022-11-05,2024-03-26
7991,3080,6176800,22800,2021-11-03,2024-03-08
7992,1980,6176800,22800,2021-11-05,2024-03-26
7993,4840,6176800,22800,2021-11-08,2024-03-20
7994,3410,6176800,22800,2021-11-10,2024-03-29
7995,1870,6177350,22800,2021-11-01,2024-03-31
7996,660,6177350,22800,2021-11-01,2024-03-28
7997,1100,6177350,22800,2021-11-03,2024-03-21
7998,3410,6177350,22800,2021-11-07,2024-03-29
7999,3300,6177400,22800,2021-11-01,2024-03-20
8000,4840,6177400,22800,2021-11-02,2024-03-10
8001,1760,6177400,22800,2021-11-06,2024-03-08
8002,4180,6177400,22800,2021-11-11,2024-02-17
8003,3630,6177400,22800,2021-11-14,2024-03-29
8004,990,6177400,22800,2021-11-14,2024-03-09
8005,550,6177450,22800,2021-11-01,2024-03-18
8006,990,6177450,22800,2021-11-03,2024-03-21
8007,4840,6177450,22800,2021-11-03,2024-03-06
8008,2420,6177450,22800,2021-11-04,2024-03-29
8009,4180,6177450,22800,2021-11-13,2024-03-31
8010,1540,6177500,22800,2021-11-01,2024-03-28
8011,2310,6177500,22800,2021-11-04,2024-03-29
8012,1760,6177500,22800,2021-11-04,2024-03-11
8013,1320,6177500,22800,2021-11-05,2024-03-31
8014,2750,6177500,22800,2021-11-06,2024-03-29
8015,4730,6177500,22800,2021-11-12,2024-03-29
8016,1870,6177550,22800,2021-11-03,2024-03-09
8017,2420,6177550,22800,2021-11-05,2024-03-16
8018,550,6177550,22800,2021-11-07,2024-03-15
8019,880,6177550,22800,2021-11-15,2024-03-10
8020,3520,6177550,22800,2022-11-04,2024-03-21
8021,4400,6177650,22875,2022-03-27,2022-12-28
8022,1870,6177700,22875,2021-11-03,2024-03-09
8023,330,6177700,22875,2021-11-10,2024-03-10
8024,4840,6177700,22875,2021-11-12,2024-03-29
8025,2640,6177700,22875,2021-11-13,2024-03-03
8026,4400,6177700,22875,2022-07-24,2023-11-08
8027,3630,6177750,22875,2021-11-01,2024-03-29
8028,1540,6177750,22875,2021-11-01,2024-03-25
8029,2310,6177750,22875,2021-11-02,2024-03-26
8030,1320,6177750,22875,2021-11-03,2024-03-30
8031,660,6177750,22875,2021-11-05,2024-03-27
8032,1980,6177750,22875,2021-11-05,2024-03-29
8033,4400,6177750,22875,2021-11-07,2024-02-06
8034,3080,6177900,22875,2021-11-01,2024-03-16
8035,990,6177900,22875,2021-11-02,2023-12-02
8036,2090,6177900,22875,2021-11-06,2024-02-19
8037,550,6177900,22875,2021-11-10,2024-03-29
8038,3190,6182250,22850,2021-12-02,2021-12-16
8039,1320,6182250,22850,2021-12-30,2022-03-18
8040,1540,6182250,22850,2022-01-07,2022-01-07
8041,4400,6182350,22850,2021-11-08,2022-06-02
8042,4730,6182350,22850,2021-11-30,2024-03-21
8043,3080,6182350,22850,2021-12-19,2024-02-17
8044,2530,6182400,22850,2021-11-01,2023-02-24
8045,1540,6182400,22850,2021-12-31,2023-03-17
8046,1760,6182450,22975,2021-11-05,2022-08-25
8047,3080,6182450,22975,2021-11-06,2022-08-06
8048,1320,6182450,22975,2021-11-10,2022-09-04
8049,880,6182500,24375,2021-11-06,2024-02-24
8050,2750,6182500,24375,2021-11-12,2024-01-19
8051,1540,6182500,24375,2021-11-12,2024-02-16
8052,4180,6182500,24375,2021-12-07,2023-11-01
8053,2420,6182500,24375,2021-12-09,2024-03-31
8054,2860,6182500,24375,2023-04-21,2024-03-30
8055,3300,6182600,22825,2021-11-06,2024-03-28
8056,1980,6182650,22825,2021-11-01,2024-03-24
8057,4070,6182650,22825,2021-11-05,2023-12-14
8058,1870,6182650,22825,2021-11-05,2024-02-17
8059,3630,6182650,22825,2021-11-22,2024-02-21
8060,2970,6182700,22825,2021-11-03,2024-02-14
8061,550,6182700,22825,2021-11-03,2024-02-17
8062,2310,6182700,22825,2021-11-04,2024-03-05
8063,2090,6182700,22825,2021-11-28,2024-03-29
8064,3080,6182700,22825,2021-12-07,2024-02-02
8065,2750,6182700,22825,2022-01-30,2024-03-02
8066,2530,6182700,22825,2022-03-27,2023-03-04
8067,660,6182750,22825,2021-11-08,2024-01-16
8068,2090,6182750,22825,2022-01-06,2024-03-22
8069,2860,6182750,22825,2023-04-23,2024-02-03
8070,2970,6182800,22825,2021-11-01,2024-02-28
8071,550,6182800,22825,2021-11-07,2024-03-28
8072,660,6182800,22825,2021-11-18,2024-03-24
8073,2640,6182800,22825,2022-01-05,2023-12-23
8074,1980,6182800,22825,2022-01-16,2024-01-13
8075,4400,6182800,22825,2024-02-21,2024-02-21
8076,2090,6182850,22825,2021-11-03,2024-02-03
8077,880,6182850,22825,2021-11-11,2024-02-29
8078,4180,6182850,22825,2021-11-13,2024-02-22
8079,4400,6182850,22825,2021-12-27,2023-09-05
8080,3410,6182850,22825,2022-01-09,2024-02-15
8081,4730,6182900,22825,2021-11-02,2024-02-28
8082,1100,6182900,22825,2021-11-08,2024-01-20
8083,1980,6182900,22825,2021-11-16,2023-10-10
8084,550,6182900,22825,2021-11-21,2023-12-10
8085,660,6182900,22825,2021-12-05,2024-02-23
8086,4840,6182900,22825,2021-12-07,2024-01-25
8087,1540,6182900,22825,2021-12-08,2024-03-17
8088,4180,6182900,22825,2021-12-17,2024-02-22
8089,2640,6182950,22825,2021-11-13,2024-03-21
8090,1100,6182950,22825,2021-11-15,2024-02-06
8091,2970,6182950,22825,2021-12-17,2024-01-10
8092,4070,6182950,22825,2021-12-23,2024-03-27
8093,1980,6182950,22825,2022-05-08,2024-01-05
8094,2420,6183000,22825,2021-11-01,2024-01-22
8095,4180,6183000,22825,2021-11-10,2024-03-25
8096,3300,6183000,22825,2021-11-13,2024-02-16
8097,2090,6183000,22825,2021-11-15,2024-03-07
8098,3740,6183000,22825,2021-11-19,2024-01-20
8099,1870,6183050,22825,2021-11-09,2024-02-18
8100,4840,6183050,22825,2021-12-03,2024-02-23
8101,990,6183050,22825,2021-12-12,2024-03-11
8102,2860,6183050,22825,2023-04-24,2024-03-14
8103,660,6183100,22825,2021-11-01,2022-01-26
8104,2750,6183100,22825,2021-11-15,2021-11-15
8105,550,6183100,22825,2021-11-26,2021-11-26
8106,3410,6183100,22825,2021-11-26,2021-11-26
8107,3080,6183100,22825,2021-11-27,2022-02-11
8108,880,6183100,22825,2021-12-17,2022-01-21
8109,2090,6183150,22825,2021-11-09,2024-01-25
8110,3190,6183150,22825,2021-11-16,2023-04-14
8111,660,6183150,22825,2021-12-09,2024-03-31
8112,330,6183150,22825,2021-12-19,2024-03-01
8113,3410,6183150,22825,2022-01-03,2024-03-26
8114,2970,6183150,22825,2022-01-15,2024-02-23
8115,4730,6183150,22825,2022-01-16,2024-01-31
8116,1540,6183150,22825,2022-01-20,2024-03-13
8117,660,6183250,22825,2021-12-14,2024-03-22
8118,3190,6183250,22825,2022-01-24,2024-03-01
8119,1870,6183300,22825,2021-11-01,2024-01-08
8120,2090,6183300,22825,2021-11-03,2023-11-18
8121,2530,6183300,22825,2021-11-29,2023-12-30
8122,1760,6183300,22825,2021-12-23,2023-02-24
8123,2860,6183300,22825,2023-05-02,2024-02-09
8124,660,6183350,22825,2021-11-11,2023-12-10
8125,1980,6183350,22825,2021-11-12,2024-02-04
8126,2530,6183350,22825,2021-11-29,2024-03-20
8127,2860,6183350,22825,2023-07-02,2024-01-23
8128,3410,6183400,22825,2021-11-22,2022-04-28
8129,660,6183400,22825,2022-02-16,2022-06-13
8130,3300,6183500,22850,2021-12-02,2023-08-19
8131,1870,6183500,22850,2021-12-08,2022-11-08
8132,1320,6183550,22850,2021-12-03,2021-12-03
8133,3740,6183550,22850,2021-12-10,2021-12-10
8134,3410,6183550,22850,2022-01-06,2022-01-13
8135,770,6183550,22850,2022-02-08,2022-02-08
8136,3410,6183600,22850,2021-11-04,2024-02-15
8137,1870,6183600,22850,2021-11-11,2024-01-17
8138,4070,6183600,22850,2021-11-18,2024-01-23
8139,2420,6183600,22850,2021-12-01,2023-12-22
8140,2530,6183600,22850,2021-12-02,2024-01-10
8141,2310,6183600,22850,2021-12-03,2023-12-10
8142,4400,6183750,22850,2023-11-07,2024-01-16
8143,2200,6183800,22925,2021-11-02,2024-03-31
8144,3410,6183800,22925,2021-11-12,2024-02-17
8145,3300,6183800,22925,2021-11-13,2023-12-20
8146,4180,6183800,22925,2021-11-20,2024-01-12
8147,2750,6183800,22925,2021-12-03,2024-03-16
8148,3190,6183800,22925,2021-12-30,2024-03-14
8149,990,6183800,22925,2022-02-22,2024-03-28
8150,2860,6183800,22925,2023-04-21,2024-03-22
8151,1760,6183850,22825,2021-11-06,2024-03-12
8152,1870,6183850,22825,2021-11-15,2023-08-06
8153,4070,6183850,22825,2021-11-20,2024-02-28
8154,3080,6183850,22825,2021-12-02,2023-10-20
8155,2200,6183850,22825,2021-12-04,2024-03-22
8156,550,6183850,22825,2021-12-17,2024-03-03
8157,2530,6184250,24375,2022-12-10,2022-12-10
8158,3080,6184350,24425,2021-12-23,2021-12-23
8159,1210,6184450,24425,2021-12-06,2022-01-05
8160,1650,6184550,24425,2021-11-05,2021-11-05
